,Unnamed: 0,_id,name,reviews,stars
212,212,65098d07c0f914f3949360ad,Google 사용자,"로그인정보가 유지되지 않고, 복잡해졌어",별표 5개 만점에 1개를 받았습니다.
213,213,65098d07c0f914f3949360ae,장수영,자주 쓰고 있어요 ^^ 스타벅스도 이용가능하여 자주 이용하고 있네요,별표 5개 만점에 5개를 받았습니다.
214,214,65098d07c0f914f3949360af,김영찬,동종 어플중 압도적으로 아이코젠이 쓸만 했습니다 제휴도 제일 많이 되어있고요,별표 5개 만점에 5개를 받았습니다.
215,215,65098d07c0f914f3949360b0,최종구,현재는 스타벅스라던지 각종 편의점 다닐때마다 이용하고 있어요 17 일날 2.5 단계 에서 좀 하향 되면 운동좀 다녀볼려고요,별표 5개 만점에 5개를 받았습니다.
216,216,65098d07c0f914f3949360b1,Google 사용자,"운동만 할수 있는게 아니라 카페, 네일 등 종목이 다양해서 좋아요",별표 5개 만점에 5개를 받았습니다.
217,217,65098d07c0f914f3949360b2,박누리,제휴 혜택이 제일 잘되어있는 어플임 ! 이용하기도 정말 좋음,별표 5개 만점에 5개를 받았습니다.
218,218,65098d07c0f914f3949360b3,Google 사용자,로그인 및 gps 문제 수정하여 신속히 업데이트바랍니다,별표 5개 만점에 1개를 받았습니다.
219,219,65098d07c0f914f3949360b4,홍경표,아이코젠덕에 문화생활과 운동을 할 수 있어서 너무 좋습니다 감사합니다,별표 5개 만점에 5개를 받았습니다.
220,220,65098d07c0f914f3949360b5,Lee js,아이코젠으로 골프연습장 저렴하게 잘 이용하고 있습니다. 좋아요.,별표 5개 만점에 5개를 받았습니다.
221,221,65098d07c0f914f3949360b6,강태희,다양한 혜택을 저렴한 가격에 이용할 수 있어서 좋아요,별표 5개 만점에 5개를 받았습니다.
222,222,65098d07c0f914f3949360b7,Google 사용자,안된다. GPS 신호도 못잡고. 검색도 안된다.,별표 5개 만점에 1개를 받았습니다.
223,223,65098d07c0f914f3949360b8,Google 사용자,쉽고 편리한 모바일 바코드가 있네요,별표 5개 만점에 5개를 받았습니다.
224,224,65098d07c0f914f3949360b9,Google 사용자,ㅣ가격을 좀더올리더라도 횟수를 늘렸으면하네요,별표 5개 만점에 2개를 받았습니다.
225,225,65098d07c0f914f3949360ba,장광석,제휴 업체도 다양하고 사용방법도 편리해서 좋아요 스포츠 업체도 헬스말고도 다양해서 좋고 라이프로 가입해서 매월 머리 커트 스벅 맥날 파바 등등만 먹어도 회원비 뽑고도 남네요,별표 5개 만점에 5개를 받았습니다.
226,226,65098d07c0f914f3949360bb,Jongkyu Choi,코시국으로 인해 운동대신 라이프 서비스 잘이용하고 있습니다,별표 5개 만점에 5개를 받았습니다.
227,227,65098d07c0f914f3949360bc,Joon,여기저기서 사용하기 좋고 어플사용도 편해요,별표 5개 만점에 5개를 받았습니다.
228,228,65098d07c0f914f3949360bd,링크,진짜 어플좀 업댓하든가 켜지지도않고 재설치몇번하는지 짜증나죽겠네,별표 5개 만점에 1개를 받았습니다.
229,229,65098d07c0f914f3949360be,Google 사용자,여러 시설을 싼가격에 이용가능하네요 아주 유용한 어플입니다 !!!,별표 5개 만점에 5개를 받았습니다.
230,230,65098d07c0f914f3949360bf,이원호,상품의 선택폭이 넗어 이용하기가 아주 용이해요,별표 5개 만점에 5개를 받았습니다.
231,231,65098d07c0f914f3949360c0,김성호,코로나가 끝나길 ㅠ 운동 다니고 싶은데 못가고 있습니다 현재는 아이코젠 편의점이랑 이런곳에서만 쓰고 있음,별표 5개 만점에 5개를 받았습니다.
232,232,65098d07c0f914f3949360c1,Google 사용자,사용할때마다 로그인해야하고 앞전에는 안그랬는데 짜증나요,별표 5개 만점에 1개를 받았습니다.
233,233,65098d07c0f914f3949360c2,Google 사용자,로그인을 계속 해줘야하고 자주 다운 됩니다 조치좀 취해주세요,별표 5개 만점에 1개를 받았습니다.
234,234,65098d07c0f914f3949360c3,양연승,인증도 쉽고 가격도 저렴한 이만한 혜택이 없네요,별표 5개 만점에 5개를 받았습니다.
235,235,65098d07c0f914f3949360c4,Google 사용자,아이디만드는거부터에서 렉걸려서 안됬었는데 이번엔 사진업로드 하면 강제 종료가 되버리네,별표 5개 만점에 1개를 받았습니다.
236,236,65098d07c0f914f3949360c5,Google 사용자,제휴점이 다양하니까 쓰기도 편하고 좋더라고요,별표 5개 만점에 5개를 받았습니다.
